wort,hitler,trump,biden,bush,obama
culminates,1,0,0,0,0
culminating,1,0,0,0,0
culmination,1,0,0,0,2
culpable,1,1,0,0,0
culpepper,0,0,0,1,0
culprit,1,1,0,0,0
cult,1,2,0,0,0
cultivate,8,0,0,0,2
cultivated,4,0,0,0,1
cultivates,1,0,0,0,0
cultivating,1,0,0,1,0
cultivation,3,0,0,0,0
cultivo,0,0,0,0,1
cultural,98,3,0,1,6
culturally,6,0,0,0,0
culture,76,48,0,22,17
cultured,3,0,0,0,0
culture—the,1,0,0,0,0
cum,0,0,1,0,0
cumbersome,0,0,1,0,0
cumdemocratic,1,0,0,0,0
cunning,12,1,0,1,0
cunningly,2,0,0,0,0
cuno,10,0,0,0,0
cuno’s,2,0,0,0,0
cuomo,0,3,0,0,1
cup,1,1,1,0,0
cupboard,1,4,0,0,0
cur,2,0,0,0,0
curb,0,1,2,0,1
curbed,1,0,1,0,0
curbing,1,0,0,0,0
cure,8,10,5,10,7
cureall,0,0,0,1,0
cured,6,0,0,1,1
curing,0,0,0,0,1
curiosity,4,2,0,0,1
curious,1,3,0,0,2
curiously,1,0,0,0,0
curio’s,1,0,0,0,0
currency,2,17,3,0,3
current,18,19,12,23,15
currently,0,8,4,3,10
curriculum,9,0,0,0,2
curried,1,0,0,0,0
curry,1,0,0,0,0
currying,2,0,0,0,0
curse,6,0,0,0,0
cursed,2,0,0,0,0
curtailed,4,0,1,0,0
curtain,0,1,0,0,3
curtis,0,4,1,0,0
curtly,1,0,0,0,0
curve,1,1,7,0,2
curved,1,0,0,0,0
cushion,0,0,0,0,1
cusp,0,0,1,0,0
custodial,0,0,1,0,0
custodian,3,0,0,0,0
custody,0,10,1,2,1
custom,10,3,1,7,2
customer,0,10,7,1,23
cut,9,344,117,42,161
cutback,0,1,0,0,0
cute,0,14,0,0,0
cutoff,0,3,0,0,1
cuts,0,1,0,0,0
cutter,0,4,0,1,0
cutting,0,15,15,3,17
cuttingedge,0,0,2,1,4
cut—for,0,0,0,0,1
cut—thats,0,0,0,0,1
cuz,0,12,0,0,0
cv,0,2,1,0,1
cyanide,0,0,2,0,0
cyber,0,5,13,0,5
cyberattacks,0,0,0,0,2
cybersecurity,0,1,0,0,0
cyberspace,0,0,1,0,0
cyberthreats,0,0,0,0,1
cycle,0,3,4,4,8
cycling,0,1,0,0,0
cyclopean,1,0,0,0,0
cynic,0,0,2,0,7
cynical,1,1,1,0,8
cynically,0,1,0,0,0
cynicism,0,0,0,2,15
cynthia,0,2,0,0,2
cystic,0,0,0,0,1
czar,1,0,0,0,0
czech,14,1,0,0,0
czechisation,1,0,0,0,0
czechoslovakia,1,0,0,0,0
d,2,0,0,0,2
da,3,50,0,0,1
dab,0,2,0,0,0
dabble,1,0,0,0,0
dachau,0,0,2,0,0
dachauer,1,0,0,0,0
dad,0,25,86,9,5
dadaism,2,0,0,0,0
dadaist,1,0,0,0,0
daddy,0,2,1,1,0
dade,0,1,0,0,0
dagger,2,0,4,0,0
daggerthrust,1,0,0,0,0
daily,50,5,5,8,14
daines,0,1,0,0,0
dairy,0,1,0,0,1
dakota,0,14,0,0,2
dalai,0,0,1,0,0
dale,0,2,0,0,0
dalesandro,0,0,0,1,0
daley,0,1,0,0,0
dallas,0,3,1,0,0
dallying,1,0,0,0,0
dalton,0,1,0,0,0
dam,1,1,0,0,3
damage,18,71,45,2,9
damaged,1,1,6,5,1
damaging,0,0,1,0,0
damascus,0,0,0,2,3
dammit,0,1,0,0,0
damn,0,44,9,1,0
damned,0,1,0,0,0
damning,1,2,0,0,0
damp,4,0,0,0,0
damped,1,0,0,0,0
damping,1,0,0,0,0
dams,0,1,0,0,0
dan,0,57,5,3,0
dana,0,10,0,0,0
dance,1,0,3,0,1
danced,0,1,0,0,1
dancer,0,0,0,0,1
danchenko,0,1,0,0,0
dancing,1,0,1,0,0
dane,0,1,3,0,0
danger,79,60,12,63,28
dangerous,28,152,43,26,18
dangerously,0,3,1,0,1
danger—nmuch,1,0,0,0,0
daniel,0,1,5,3,5
danish,1,0,0,0,0
danny,0,0,5,0,0
danton,1,0,0,0,0
danube,1,0,0,0,0
danubian,4,0,0,0,0
dar,0,1,0,0,0
dara,0,0,0,0,1
dare,11,2,5,1,1
dared,7,4,1,0,0
darfur,0,0,0,1,2
darin,0,3,0,0,0
daring,5,5,0,2,2
dark,10,16,6,6,6
darken,0,2,0,0,0
darkened,0,0,0,0,1
darker,0,1,1,0,0
darkest,1,1,2,3,5
darkness,3,1,5,1,7
darlene,0,0,1,0,0
darling,1,56,0,0,0
darn,0,0,5,0,0
darned,0,0,1,0,0
darpa,0,0,2,0,0
darrell,0,1,0,0,0
darren,0,19,0,0,0
darwin,0,0,0,0,1
daryl,0,1,0,0,0
daschle,0,0,0,1,0
dash,0,1,0,0,0
dashed,0,0,0,0,1
dashing,0,0,0,0,1
dastardly,5,0,0,0,0
data,3,8,27,1,4
database,0,2,0,0,0
date,15,35,8,7,8
dated,0,1,0,0,0
dating,1,0,0,1,0
daub,1,0,0,0,0
daugherty,0,0,1,0,0
daughter,3,31,42,6,32
daughterinlaw,0,1,0,0,0
daughtersinlaw,0,0,1,0,0
daunting,0,0,0,0,1
dauntless,3,0,0,0,0
dave,0,9,1,1,0
davenport,0,5,0,0,0
david,2,125,5,5,6
davidson,0,1,0,0,0
davino,0,0,0,0,1
davis,0,1,6,0,0
davy,0,1,0,0,0
dawes,3,0,0,0,0
dawn,3,3,2,0,6
dawned,2,0,0,0,1
dawning,0,0,2,0,1
dawson,0,0,2,0,0
day,283,1041,332,142,215
daycare,0,0,16,0,0
daydreamer,1,0,0,0,0
daylight,1,3,0,0,0
days,0,4,0,0,2
days—the,0,0,0,0,1
daytime,0,0,0,1,0
daytoday,0,0,0,0,2
dayton,0,7,0,0,0
daytona,0,1,0,0,0
day—and,0,0,0,1,0
day—because,0,0,0,0,1
day—that,1,0,0,0,0
day’s,4,0,0,0,0
day…,0,2,0,0,0
dazed,1,0,0,0,0
dazzle,1,0,0,0,0
dazzling,3,0,0,0,0
dc,0,91,8,11,6
dday,0,3,2,0,1
de,4,12,1,2,5
dea,0,1,0,0,0
deacon,0,0,0,0,1
dead,24,131,12,6,6
deadliest,0,4,3,0,0
deadline,0,6,4,0,1
deadly,7,45,6,8,3
deadtired,1,0,0,0,0
deaf,1,0,0,0,0
deal,45,724,143,20,47
dealbreaker,0,0,0,0,1
dealer,0,89,2,3,0
dealing,26,60,38,6,10
dealmaking,0,0,0,0,1
deals,0,2,0,0,0
dealt,24,22,10,2,7
deal…,0,1,0,0,0
dean,0,1,1,0,1
deanna,0,0,1,0,0
dear,3,8,7,3,1
dearborn,0,1,1,0,0
dearly,5,3,2,1,1
dearth,1,0,0,0,0
death,52,168,33,32,19
deathbed,0,0,1,0,0
deathblow,1,0,0,0,0
deathdefying,0,0,0,0,1
deathly,0,2,0,0,0
deathpenalty,3,0,0,0,0
deathsentence,1,0,0,0,0
death—may,1,0,0,0,0
death’,1,0,0,0,0
dea—so,1,0,0,0,0
deb,0,5,3,0,0
debaathification,0,0,0,2,0
debarred,2,0,0,0,0
debase,1,0,0,0,0
debased,7,0,0,0,0
debasement,1,0,0,0,0
debases,1,0,0,0,0
debasing,2,0,0,0,0
debate,7,110,19,26,102
debated,1,3,7,1,9
debater,1,0,0,0,0
debating,2,0,4,3,6
debbie,0,4,3,0,0
debility,2,0,0,0,0
deborah,0,3,0,0,0
debris,0,1,8,3,0
debt,3,59,79,10,62
debunk,0,2,0,0,0
debunked,0,10,0,0,0
debunking,0,1,0,0,0
debut,0,0,0,0,1
decade,12,104,78,36,143
decadence,13,0,0,0,0
decadent,8,0,0,0,0
decades,0,2,0,0,0
decadeslong,0,0,0,0,3
decadethey,0,0,1,0,0
decapitating,0,1,0,0,0
decay,13,1,3,0,0
decayed,0,1,0,0,0
decaying,1,0,2,0,1
deceased,0,3,3,1,0
deceit,1,2,0,1,1
deceitful,0,0,0,1,0
deceitfulness,1,0,0,0,0
deceive,1,1,0,0,0
deceived,5,0,0,2,0
deceiver,3,0,0,0,0
deceiving,3,0,0,3,0
december,5,5,7,1,7
decency,4,1,10,6,10
decent,16,5,24,14,20
decently,1,0,0,0,0
decentralisation,1,0,0,0,0
deception,4,2,0,2,0
deceptive,2,2,1,0,3
decertification,0,2,0,0,0
decertify,0,2,0,0,0
decide,27,20,9,3,12
decided,50,60,19,8,16
decided—that,1,0,0,0,0
decided…,0,2,0,0,0
decides,6,5,3,0,4
deciding,10,1,4,0,0
decimal,0,1,0,0,0
decimate,0,4,0,0,0
decimated,1,24,1,2,1
decision,78,127,56,62,66
decisionmaking,0,0,0,1,2
decisions—that,0,0,0,0,1
decisive,26,1,9,11,5
decisively,1,9,2,4,0
deck,0,1,3,2,2
decked,1,0,0,0,0
declaimed,1,0,0,0,0
declaration,6,2,21,5,6
declare,11,8,2,0,4
declared,22,13,3,15,10
declared—for,1,0,0,0,0
declares,0,1,0,1,1
declaring,2,5,1,0,1
declassification,0,2,0,0,0
declassified,0,1,1,0,0
declassify,0,6,0,0,0
decline,27,40,7,6,11
declined,4,6,0,4,2
declining,1,1,4,3,4
decomposition,6,0,0,0,0
decomposition’,1,0,0,0,0
decorate,1,0,0,0,1
decorated,0,0,1,0,0
decoration,4,0,1,0,0
decorum,1,0,0,0,0
decrease,3,4,3,1,1
decreased,0,0,2,0,0
decreasing,2,0,0,0,1
decree,10,11,0,0,0
decreed,3,0,0,0,0
decreed—a,1,0,0,0,0
decrepit,5,1,0,0,0
decrepitude,1,0,0,0,0
decriminalization,0,1,0,0,0
decry,2,0,0,0,0
ded,1,0,0,0,0
dedicate,1,1,4,0,0
dedicated,2,2,6,5,4
dedicates,1,0,0,0,0
dedicating,1,0,1,1,0
dedication,0,3,6,1,4
deduce,1,0,0,0,0
deduct,0,0,6,1,0
deducted,0,0,2,0,0
deductible,0,0,1,1,5
deduction,0,1,1,4,6
deed,12,0,0,1,6
deem,1,0,0,0,0
deemed,5,1,1,1,1
deems,1,0,0,0,0
deep,6,78,14,15,17
deepen,1,0,2,0,2
deepened,1,0,0,0,1
deepening,0,0,0,0,2
deeper,10,4,1,4,10
deepest,2,6,1,8,3
deeply,17,5,9,8,12
deepwater,0,0,0,0,5
deer,0,0,1,0,0
deere,0,3,0,0,0
deese,0,0,1,0,0
deface,0,20,0,0,0
defaced,0,2,0,0,0
defacto,0,1,0,0,0
defamation,4,1,1,0,0
defamed,1,2,0,0,0
defaming,1,5,0,0,0
default,1,6,4,1,0
defaulted,0,0,1,1,0
defaulting,0,0,2,0,1
defazio,0,0,2,0,0
defcon,0,0,1,0,0
defeat,29,71,9,22,20
defeated,6,69,8,10,2
defeated…,0,1,0,0,0
defeating,0,12,1,10,4
defeatism,0,0,0,3,0
defeatist,0,0,0,1,0
defecating,0,0,1,0,0
defect,25,1,0,0,0
defected,0,0,0,1,0
defective,12,2,0,1,0
defectively,1,0,0,0,0
defector,0,0,0,1,1
defence,97,0,0,0,0
defenceless,8,0,0,0,0
defencelessness,1,0,0,0,0
defend,48,169,39,51,30
defendant,0,0,1,0,0
defended,7,11,2,7,3
defender,8,8,5,2,0
defending,14,32,15,5,4
defends,2,4,0,0,1
defense,0,57,43,28,31
defense—and,0,0,0,1,0
defensive,13,0,3,2,1
defer,0,0,0,0,1
deference,0,0,0,0,1
deferred,0,0,0,0,4
deferring,0,0,0,0,1
defiance,1,2,0,3,2
defiant,0,0,1,0,0
deficiency,4,0,0,0,0
deficient,1,0,1,0,1
deficit,0,13,29,12,137
defied,0,1,0,7,1
defies,0,0,1,1,0
defile,1,0,0,0,0
defiled,1,1,0,0,2
define,2,8,5,5,14
defined,8,3,4,4,18
defines,0,0,2,2,2
defining,0,0,4,6,9
definite,111,0,0,0,0
definitely,23,20,0,0,2
definitely…,0,1,0,0,0
definition,7,8,2,3,0
definitive,0,2,0,0,2
deflect,1,0,0,0,0
deflected,1,0,0,0,0
deforestation,0,0,5,0,0
deformed,1,0,0,0,0
defraud,0,1,1,0,0
defrauded,0,8,0,0,0
defrauding,0,1,0,0,0
deftly,0,1,0,0,0
defunct,1,0,0,0,0
defund,0,51,2,0,0
defunded,0,12,0,0,0
defunding,0,15,0,0,0
defuse,0,0,0,1,0
defy,4,1,1,0,1
defying,0,0,0,3,0
degenerate,25,1,0,0,1
degenerated,2,0,0,0,0
degenerating,1,0,0,0,0
degeneration,10,0,0,0,0
degermanisation,4,0,0,0,0
degette,0,0,0,0,1
degradation,6,0,2,0,1
degrade,1,0,3,0,2
degraded,4,0,1,0,0
degrades,1,0,0,0,0
degrading,2,1,0,0,1
degree,63,23,32,1,20
degrees,0,2,0,0,0
degree—in,1,0,0,0,0
degree—shows,1,0,0,0,0
dehumanized,0,0,1,0,0
deign,2,0,0,0,0
deity,1,0,0,0,0
dejaremos,0,0,0,1,0
dekalb,0,2,0,0,0
del,0,2,0,0,4
delano,0,0,1,0,0
delauro,0,0,3,0,1
delaware,0,8,46,0,2
delay,2,16,12,3,7
delayed,1,9,0,2,1
delaying,0,0,0,0,1
delegate,0,5,1,6,2
delegation,0,1,9,1,3
delegitimize,0,0,0,0,1
delete,0,7,0,0,0
deleted,0,18,1,0,0
deletion,0,1,0,0,0
deliberate,6,3,1,5,0
deliberately,9,5,0,1,0
deliberation,1,0,1,3,4
deliberative,0,0,1,0,0
delicacy,1,0,0,0,0
delicate,2,0,0,0,0
delicious,0,0,0,0,1
delight,3,0,0,0,0
delighted,3,9,1,0,0
delightful,1,0,0,0,0
delimitation,2,0,0,0,0
delimited,6,0,0,0,0
delinquent,2,17,0,0,0
deliver,5,19,38,14,20
deliverance,4,0,0,0,0
delivered,21,18,14,10,7
delivered—and,0,0,0,1,0
delivering,6,13,14,6,1
delivers,0,0,6,8,21
delivery,0,17,4,5,0
deliver—and,0,0,0,1,0
deloitte,0,0,1,0,0
delta,0,0,25,0,0
deluded,0,0,0,1,0
deluge,2,0,0,0,0
delusion,6,0,0,0,0
delving,1,0,0,0,0
demagogic,1,0,0,0,0
demagogical,1,0,0,0,0
demagogue,3,0,0,0,0
demagoguery,0,0,0,0,1
demand,66,18,14,41,35
demanded,17,4,1,3,2
demanding,2,13,2,4,7
demarcate,1,0,0,0,0
demarcation,1,1,0,0,0
demars,0,0,0,0,1
demean,0,5,0,0,0
demeaned,0,5,0,0,0
demeaning,0,11,0,0,0
demented,0,12,0,0,0
dementia,0,0,2,0,0
demerit,0,0,0,2,0
demetri,0,0,2,0,0
demimonde,1,0,0,0,0
demise,0,0,1,1,2
demobilised,1,0,0,0,0
demobilizing,1,0,0,0,0
democracy,69,118,148,101,126
democracy—the,0,0,0,0,1
democracy’,5,0,0,0,0
democrat,22,854,62,11,94
democratappointed,0,2,0,0,0
democratic,47,6,45,41,57
democratically,0,0,0,2,2
democratinspired,0,4,0,0,0
democratrun,0,18,0,0,0
democrat…,0,2,0,0,0
demographic,0,1,0,0,2
demography,0,0,0,0,1
demolish,1,22,0,0,0
demolished,0,10,0,0,0
demolishing,0,7,0,0,0
demolition,0,1,0,0,0
demon,0,1,0,0,1
demonic,0,3,0,0,0
demonius,0,2,0,0,0
demonize,0,2,1,0,0
demonizing,0,0,0,0,1
demonstrably,0,0,0,0,1
demonstrate,2,0,7,6,5
demonstrated,10,3,0,0,3
demonstrates,1,1,0,2,2
demonstrating,2,2,3,0,3
demonstration,27,3,1,0,2
demonstration’,1,0,0,0,0
demonstrator,0,1,0,0,1
demoralize,0,1,0,1,0
demosthenes,1,0,0,0,0
den,2,6,0,0,0
denationalised,1,0,0,0,0
denial,1,0,1,0,2
denied,12,10,11,6,27
denier,0,2,3,0,0
denies,3,0,0,0,2
denigrate,2,0,0,0,0
denis,0,0,4,0,1
denmark,0,0,0,2,0
dennis,0,2,5,0,3
denny,0,0,0,2,0
denogean,0,0,0,2,0
denomination,26,0,0,0,0
denominational,2,0,0,0,0
denounce,0,0,1,0,0
denounced,1,0,0,0,0
denounces,1,0,0,1,0
dens,0,1,0,0,0
densely,1,0,0,0,0
dent,0,0,0,1,0
dental,1,0,3,1,0
denuclearization,0,0,1,0,0
denver,0,0,3,0,5
deny,12,4,12,14,18
denying,0,0,5,2,7
depart,2,0,2,0,0
departed,2,0,0,1,0
department,13,111,81,39,13
departs,0,0,0,1,0
departure,1,0,4,1,0
depayne,0,0,0,0,2
depend,13,1,6,12,18
depended,13,0,0,0,1
dependence,2,2,2,4,7
dependency,0,0,0,1,0
dependent,20,1,2,9,3
depending,2,6,6,1,2
depends,15,10,13,12,26
depends—hard,0,0,0,0,1
depends…,0,0,1,0,0
deperno,0,1,0,0,0
depersonalisation,1,0,0,0,0
depict,1,0,0,0,0
depicted,2,0,0,0,0
depicting,0,0,1,0,0
depicts,0,0,1,0,0
deplatformed,0,1,0,0,0
depleted,0,11,0,0,0
depleting,0,1,0,0,0
deplorable,12,0,0,0,1
deplored,2,0,0,0,0
deploring,0,0,0,1,0
deploy,0,5,10,7,6
deployed,0,5,11,9,4
deploying,0,0,3,5,2
deployment,0,1,10,2,7
depopulation,1,0,0,0,0
deport,0,6,0,0,1
deportation,0,35,0,1,6
deported,0,24,0,1,3
deporting,0,3,0,1,2
depose,1,0,0,0,0
deposit,0,0,0,3,4
deposited,0,4,0,0,1
depositing,0,1,0,0,0
depositor,0,0,0,0,1
depository,1,0,0,0,0
depot,1,0,1,0,0
depravation,0,0,0,0,1
depraved,5,7,0,0,0
depravity,2,3,1,0,0
deprecated,1,0,0,0,0
depreciation,0,0,0,0,1
depressed,5,2,0,0,0
depressing,7,2,0,0,0
depression,3,34,6,7,22
deprivation,1,0,1,0,0
deprive,4,0,0,0,0
deprived,11,0,1,0,0
deprives,3,0,1,0,0
depriving,2,0,0,1,0
depth,9,2,4,2,8
deputation,1,0,0,0,0
deputized,0,1,0,0,0
deputy,6,3,1,3,0
der,3,0,1,0,0
derail,0,1,0,1,2
derailed,0,0,1,0,0
deranged,0,41,0,0,0
derangement,0,6,0,0,0
deregulate,0,0,0,0,1
derek,0,3,0,0,0
derided,7,0,0,0,0
derision,1,0,0,0,0
derivative,0,0,0,0,3
derive,2,0,0,0,0
derived,4,0,0,7,0
derives,1,0,0,0,1
derogatory,2,1,1,0,0
dershowitz,0,5,0,0,0
desanctimonious,0,45,0,0,0
desanctimonius,0,2,0,0,0
desanctis,0,18,0,0,0
desanctus,0,18,0,0,0
desanticmonious,0,1,0,0,0
desantimonious,0,1,0,0,0
desantis,0,31,0,0,0
descend,5,1,0,1,1
descendant,6,0,0,0,1
descended,0,2,0,1,1
descending,0,0,0,1,1
descends,1,0,0,0,0
descent,1,0,0,0,2
describe,9,8,0,1,4
described,18,3,5,4,7
describes,0,0,1,3,3
describing,3,2,0,0,1
description,6,4,1,1,0
desdes,0,1,0,0,0
desecrated,0,1,0,0,0
desegregate,0,0,0,0,2
desert,6,12,1,4,5
deserted,3,0,0,0,0
deserter,10,0,0,0,0
desertion,1,0,0,0,0
deserve,6,38,18,24,49
deserved,7,2,2,0,5
deserves,7,6,8,7,15
deserving,0,1,2,1,4
design,9,2,4,8,9
designate,0,4,0,1,0
designated,0,5,0,0,0
designation,1,0,1,0,0
designed,5,10,17,6,17
designed…,0,0,1,0,0
designer,1,2,0,1,0
designing,2,1,1,0,0
desiline,0,0,0,0,3
desirability,1,0,0,0,0
desirable,5,0,0,0,1
desire,29,2,3,12,9
desired,10,1,0,0,0
desirous,3,0,0,0,0
desist,0,1,0,0,0
desk,0,22,10,4,10
desolate,1,0,0,0,1
desoro,0,1,0,0,0
despair,10,2,4,10,7
despaired,0,1,0,0,0
despairing,1,0,0,0,0
desperate,5,28,7,1,0
desperately,0,3,3,1,4
desperation,0,1,1,3,1
despicable,10,1,0,1,0
despicably,1,0,0,0,0
despise,2,6,0,2,1
despised,3,1,0,0,0
despises,1,0,0,0,0
despising,1,0,0,0,0
despite,21,74,19,5,24
despoiling,1,0,0,0,0
despot,3,0,0,0,0
despotic,1,0,0,0,0
despotism,3,0,0,1,0
dessert,0,1,1,0,0
destabilize,0,1,0,0,1
destabilizing,0,0,0,1,0
destination,0,1,3,1,3
destined,22,0,1,1,1
destiny,39,5,1,6,23
destiny’s,1,0,0,0,0
destitution,2,0,0,0,0
destroy,26,145,4,11,8
destroyed,22,137,6,18,5
destroyed…,0,1,0,0,0
destroyer,3,0,0,0,0
destroying,9,119,4,3,1
destroying…,0,2,0,0,0
destroys,8,4,0,3,0
destruction,47,84,19,47,13
destruction—but,0,0,0,1,0
destructive,15,14,2,6,4
destructively,1,0,0,0,0
detached,2,0,0,0,0
detaching,1,0,0,0,0
detachment,34,0,0,0,0
detail,17,14,22,3,10
detailed,5,5,5,3,1
detain,0,4,0,1,0
detained,0,6,2,3,0
detainee,0,2,0,2,1
detect,2,1,7,3,0
detected,1,3,0,0,0
detecting,0,1,0,0,0
detection,0,0,1,0,0
detective,0,1,0,0,0
detector,0,3,0,0,0
detects,0,1,0,0,0
detention,1,0,0,0,3
deter,1,3,1,0,3
deteriorate,2,0,0,0,0
deteriorated,2,0,0,0,1
deteriorating,0,0,1,0,1
deterioration,2,0,0,0,1
determination,45,5,7,11,20
determinative,0,12,0,0,0
determine,8,16,21,8,14
determined,55,13,26,25,23
determines,4,0,0,1,3
determining,7,1,0,1,2
deterred,1,0,1,0,0
deterrence,0,0,0,2,0
deterrent,1,1,0,1,2
deterring,0,0,0,1,2
detested,2,0,0,0,0
dethrone,0,5,0,0,0
detonation,0,1,0,0,0
detour,1,0,1,0,0
detra,0,0,1,0,0
detriment,4,0,0,0,1
detrimental,14,0,0,0,0
detroit,0,55,4,0,7
deutsches,1,0,0,0,0
deutschland,7,0,0,0,0
devaluate,1,0,0,0,0
devalued,0,1,0,1,0
devalues,0,0,0,1,0
devastate,0,14,1,1,1
devastated,0,17,2,1,4
devastates,0,0,0,0,1
devastating,7,30,21,3,3
devastation,0,6,12,3,3
develop,26,6,11,27,22
developed,54,12,10,5,7
developer,0,3,0,0,0
developing,16,11,22,22,13
development,130,25,27,18,37
develops,8,0,0,0,1
deviation,1,0,0,0,0
device,1,2,0,0,2
devil,6,4,7,0,0
devin,0,9,0,0,0
devine,0,1,0,0,0
devious,1,0,0,0,0
devise,0,1,0,0,1
devised,1,2,0,2,1
devising,0,0,0,0,1
devoid,7,0,0,0,0
devolved,1,0,0,0,0
devolves,3,0,0,0,0
devolving,1,0,0,0,0
devote,13,6,1,2,0
devoted,18,5,1,0,1
devotee,1,0,0,0,0
devotes,0,0,0,1,0
devoting,0,0,1,0,0
devotion,14,13,6,1,1
devour,1,0,0,0,0
devoured,0,0,2,0,0
devouring,0,1,0,0,0
devout,2,0,0,0,1
dew,0,9,0,0,0
dewine,0,1,0,1,0
dexterity,1,0,0,0,0
dhaka,0,0,0,0,1
dhs,0,4,0,0,0
diabetes,0,1,27,5,3
diabolical,1,0,0,0,0
diagnose,0,0,1,3,0
diagnosed,3,0,6,0,4
diagnosing,1,0,0,0,0
diagnosis,0,0,1,1,0
diagram,0,0,0,1,0
dial,1,1,1,0,0
dialect,2,0,0,0,0
dialectic,1,0,0,1,0
dialectical,1,0,0,0,0
dialed,0,0,0,0,1
dialog,0,0,0,0,2
dialogue,0,0,3,0,7
diametrically,4,0,0,0,0
diamond,0,2,0,0,0
diana,0,2,0,0,1
diane,0,0,1,0,1
dianne,0,0,0,0,1
diaspora,0,0,0,0,1
diaz,0,1,0,0,0
dice,1,2,0,0,0
dick,0,4,4,1,3
dickson,0,1,0,0,0
dictate,8,2,2,3,5
dictated,6,2,0,0,0
dictating,0,0,2,0,1
dictator,2,43,4,18,12
dictatorial,2,0,1,0,0
dictatorship,9,8,0,8,1
dictionary,1,0,0,0,0
did,0,27,0,0,0
didn,0,1,0,0,0
didnt,0,57,0,18,19
did…,0,3,1,0,0
die,21,62,17,6,3
died,9,63,22,9,15
diehard,0,1,0,0,0
diesel,0,8,6,2,0
dieselfire,0,1,0,0,0
dieselfired,0,2,0,0,0
dieselfuel,0,1,0,0,0
diet,3,0,0,0,0
dietrich,1,0,0,0,0
difabio,0,2,0,0,0
differ,4,0,0,0,1
differed,1,0,0,0,0
difference,34,113,32,22,77
difference—and,1,0,0,0,0
different,107,318,75,51,87
differentiate,4,0,3,0,0
differentiated,1,0,0,0,0
differentiates,1,0,0,0,0
differentiation,2,0,0,0,0
differently,4,27,4,6,10
different…,0,3,1,0,0
differing,2,0,0,0,1
differs,3,0,0,0,0
difficult,87,33,38,41,57
difficulty,25,7,3,2,4
diffident,2,0,0,0,0
diffuse,0,0,0,0,4
diffused,1,0,0,0,0
diffusion,1,0,0,0,0
dig,1,1,2,0,1
digest,3,0,0,0,0
digging,1,1,1,0,2
digit,0,1,1,0,0
digital,0,6,2,0,4
digitize,0,0,0,0,1
dignified,4,0,1,0,2
dignitary,2,4,0,0,0
dignity,17,33,69,42,64
dignity—always,0,0,0,0,1
dignity’,1,0,0,0,0
digress,0,0,1,0,0
dikembe,0,0,0,3,0
dilapidated,1,0,0,0,1
dilemma,0,0,1,1,0
dilettante,1,2,0,0,0
diligence,4,3,0,0,0
diligent,2,0,0,0,0
diligently,1,2,2,0,3
diliton,0,1,0,0,0
dillon,0,0,0,0,1
dillydallying,1,0,0,0,0
dilulio,0,0,0,1,0
dilute,0,0,0,1,0
diluted,0,2,0,0,0
dim,6,0,0,1,0
dime,0,1,0,1,12
dimension,4,0,0,0,1
dime—by,0,0,0,0,1
dime—in,0,0,0,0,1
diminish,0,2,3,0,1
diminished,1,0,2,2,2
diminishes,1,0,2,0,1
dimmed,1,0,0,0,0
dimness,1,0,0,0,0
dimon,0,1,1,0,0
din,1,0,0,0,0
dina,0,0,0,0,1
dinapoli,0,0,0,0,1
dinaric,1,0,0,0,0
diner,0,1,0,0,1
dinesh,0,7,0,0,0
ding,0,16,0,0,0
dingell,0,0,0,0,1
dinging,0,1,0,0,0
dining,0,2,5,0,0
dinner,0,30,13,3,3
dinner…,0,0,1,0,0
dint,3,0,0,0,0
dioxide,0,0,0,0,1
dip,1,0,0,0,0
diploma,4,20,0,2,11
diplomacy,6,1,14,15,28
diplomat,8,0,11,4,7
diplomatic,4,1,4,6,8
diplomatically,0,0,1,0,1
diplomatist,1,0,0,0,0
dipping,0,0,0,1,0
dire,3,2,4,0,2
direct,24,21,17,9,15
directed,43,6,6,11,4
directing,5,2,6,2,3
direction,32,20,19,11,8
directive,1,1,0,1,0
directly,11,8,19,9,11
directly…,0,0,1,0,0
director,5,11,14,10,4
directorate,1,0,0,0,0
directs,0,0,3,3,0
directv,0,1,0,0,0
dirge,0,0,0,2,0
dirt,1,2,0,0,0
dirtier,0,1,0,0,2
dirtiest,0,3,0,0,0
dirty,2,49,2,0,1
dis,0,1,0,0,0
disabilities—and,0,0,0,1,0
disability,1,0,8,0,9
disable,0,2,0,0,1
disabled,0,4,5,2,3
disabled—americans,0,0,0,0,1
disadvantage,3,4,3,1,4
disadvantaged,0,0,0,2,1
disadvantageous,2,0,0,0,0
disaffection,0,0,0,0,1
disagree,0,11,6,8,23
disagreeable,4,0,1,0,1
disagreed,0,3,4,1,1
disagreement,0,3,6,2,9
disappear,24,8,0,0,2
disappearance,4,0,0,0,0
disappeared,11,6,0,0,1
disappearing,1,0,0,1,1
disappears,4,0,0,0,0
disappoint,0,1,0,0,1
disappointed,1,15,2,6,1
disappointing,0,0,1,1,0
disappointment,2,1,2,9,2
disapprobation,2,0,0,0,0
disapprove,1,0,0,0,0
disapproved,1,0,0,0,0
disapproves,0,1,0,0,0
disarm,2,0,0,15,1
disarmament,7,0,0,4,1
disarmed,1,0,0,2,0
disarming,4,1,0,4,0
disaster,21,216,43,17,12
disasterassistancegov,0,0,6,0,0
disastrous,26,29,0,0,0
disastrously,1,0,0,0,0
disband,1,0,0,0,0
