Magazine,Language,Origin,Systems,Source
Polnoch,Russian,Latvia,ZX Spectrum,ZXpress
Poop Mini-Mag,,,MS-DOS,
Popcorn,English,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Popelganda,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Postmortem,,,Commodore 64,"Internet Archive,CSDB"
Potato News,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Power,Russian,,ZX Spectrum,ZXpress
Power Disk 64,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Power Mag Preview,,,Commodore 64,
Power News,,,Commodore 64,"Internet Archive,CSDB"
Power Pack,German,Germany,Commodore 64,Internet Archive
Power Puke,,,Commodore 64,"Internet Archive,CSDB"
Power Zine,,,AMIGA OCS/ECS,
Power of Voice,,,Commodore 64,"Internet Archive,CSDB,Pouet"
PowerAmiga,,,"AMIGA AGA,AMIGA PPC/RTG",
Pravda,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Prawda,"English,Polish",Poland,Commodore 64,"Internet Archive,CSDB,Pouet"
Prawda (Anadune),Polish,Poland,AMIGA AGA,Demozoo
Prawda (Magic),,,AMIGA OCS/ECS,Demozoo
Prawda (Vega),Polish,,AMIGA OCS/ECS,Demozoo
Prawda Preview,German,,AMIGA OCS/ECS,Demozoo
Premier Manager 97 Review,,,MS-DOS,
Premium,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Premonition,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Pressure,,,AMIGA AGA,
Prestige Magazine Preview,,,Commodore 64,
Prikoly,Russian,Russia,ZX Spectrum,ZXpress
Privateer Review/Docs/Sampler Kit,,,MS-DOS,
Probe,,,AMIGA AGA,
Professional Underground League Of Pain Review,,,MS-DOS,
Profi Club,Russian,Russia,ZX Spectrum,ZXpress
Progeny,,,MS-DOS,
Project Apollo,,,AMIGA,Internet Archive
Project Nomad Review,,,MS-DOS,
Project Paradise Review,,,MS-DOS,
Project UFO,,,AMIGA,Internet Archive
Promised Land,Russian,Ukraine,ZX Spectrum,"ZXpress,Pouet"
Propaganda,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Propaganda List,,,Commodore 64,
Propagraph,,,Commodore 64,Internet Archive
Prosit,,,AMIGA OCS/ECS,"Demozoo,Pouet"
Proton,Russian,,ZX Spectrum,ZXpress
Provocator,Polish,Poland,"AMIGA AGA,AMIGA OCS/ECS",Demozoo
Prowler HTML Mag,,,BROWSER,
Pry Messagebox,,,AMIGA OCS/ECS,
Przypadkownik,Polish,,AMIGA OCS/ECS,Demozoo
"Psc, PSC Magazine",,,Commodore 64,"Internet Archive,CSDB"
Psionics Review,,,MS-DOS,
Psyced,,,AMIGA OCS/ECS,
Psycho,,,AMIGA OCS/ECS,
Psycho – Babble – Project!,,,ATARI ST/E,
Psychosis Magazine,,,MS-DOS,
Psychoz,Russian,Russia,ZX Spectrum,"ZXpress,Pouet"
Psycosis,,,AMIGA OCS/ECS,
Public,,,Commodore 64,Internet Archive
Public Hunter,,,Commodore 64,Internet Archive
Public Incantation,,,MS-DOS,
Public News,"English,German",,Commodore 64,Internet Archive
Public Scandal,,,Commodore 64,"Internet Archive,CSDB"
Public Spirit,Russian,Russia,ZX Spectrum,ZXpress
Publication,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Publicnews,German,Germany,Commodore 64,"Internet Archive,CSDB"
Puke Box,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Pullover,,,"MS-DOS,MS-Dos/gus",
Pulp,,,Commodore 64,"Internet Archive,Demozoo"
Pulse,,,MS-DOS,
Punk,,,ZX Spectrum,
"Pure Bollocks, Pure Bollocks Magazine",,,"ATARI ST/E,ATARI FALCON,ATARI ST",
Pure Data,,,AMIGA OCS/ECS,
Putt-Putt Goes To The Moon Review,,,MS-DOS,
Puzzle Bobble Review,,,MS-DOS,
Pyton,,,Commodore 64,"Internet Archive,CSDB"
QCF FM Broadcast,,,Commodore 64,
QuaST Mag,,,ATARI ST/E,
Quadrant Information Disk,,,ATARI ST/E,
Quadriga Classifields,,,AMIGA AGA,
Quake Mission Pack 2: Dissolution Of Eternity Review,,,MS-DOS,
Quarter Pole Review,,,MS-DOS,
Quartz Conference Informer Magazine,,,AMIGA OCS/ECS,
Quebec Hash,"English,French",,Commodore 64,"Internet Archive,CSDB"
Querbyte,,,Commodore 64,Internet Archive
"R.A.W, RAW",,,"AMIGA AGA,AMIGA OCS/ECS",
RAM Newszine,,,MS-DOS,
"REALITY CHECK NETWORK, Reality Check Network Magazine",,,MS-DOS,"Internet Archive,Demozoo,Pouet"
RGCD 2014 C64 16KB Cartridge Game Development Competition Results,English,,Commodore 64,"Internet Archive,CSDB"
RIAG,,,APPLE II,Internet Archive (Apple II)
RIP,Russian,Belarus,ZX Spectrum,ZXpress
ROM,,,"AMIGA AGA,AMIGA OCS/ECS",
RST,Russian,Russia,ZX Spectrum,ZXpress
RTL +,,,Commodore 64,
RUH,,,AMIGA AGA,
RUN Flagazine,Dutch,,"MS-DOS,WINDOWS",Internet Archive
RUSH,Russian,Ukraine,ZX Spectrum,ZXpress
Rad Fighter Review,,,MS-DOS,
Raddings,,,Commodore 64,
Radix,,,AMIGA OCS/ECS,
Rag + Research + Review,,,Commodore 64,CSDB
"Rage, Rage!",,,AMIGA AGA,
Ragged,,,Commodore 64,"Internet Archive,CSDB"
Rags,,,Commodore 64,"Internet Archive,CSDB"
Raiden 2 Review,,,MS-DOS,
"Raistlins Message Box, Raistlin's Message Box, Raistlin's Message-Box",,,AMIGA OCS/ECS,
"Rapid News, RapidNews",,,Commodore 64,
Rappages,,,Commodore 64,Internet Archive
Rave,,,PAPER,
Ravenloft Solve And Maps,,,MS-DOS,
Raver,English,,Commodore 64,"Internet Archive,CSDB"
Rayman Designer Review,,,MS-DOS,
ReMETA,,,Commodore 64,
"Read Me, ReadMe",Russian,,ZX Spectrum,"ZXpress,Demozoo"
Read Or Die,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Read and Spread,,,AMIGA OCS/ECS,
Read and Write Preview,,,AMIGA OCS/ECS,
Reader's Dream,,,AMIGA OCS/ECS,
Real Vision,,,Commodore 64,
Reality Failure,,,MS-DOS,
Realtime,Russian,Russia,ZX Spectrum,ZXpress
Reason 4 Treason,,,Commodore 64,
Rebel Runner Review,,,MS-DOS,
Rebels Of Telecommunications,,,MS-DOS,
Recall,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Recoil,,,Commodore 64,"Internet Archive,CSDB"
Recollection,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Red Alert: Counterstrike Review,,,MS-DOS,
Red Dwarf Diskmag,English,,AMIGA,Internet Archive
Red Hell Review,,,MS-DOS,
Red Pepper,,,Commodore 64,"Internet Archive,CSDB"
Red Press,Russian,Russia,ZX Spectrum,ZXpress
Redpack,,,AMIGA AGA,
Reflex,,,Commodore 64,Internet Archive
Reformation,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
"Relativity, Relativity Magazine",,,MS-DOS,
Relax,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Reloaded Review,,,MS-DOS,
Remark,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Remedy 7 Mag,,,AMIGA OCS/ECS,
Remix,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Reptile House magazine,,,MS-DOS,
Reset,,,MS-DOS,
Resident,,,AMIGA OCS/ECS,
Restless,,,MS-DOS,
Retro,,,"AMIGA AGA,AMIGA OCS/ECS",
"Retro (Impure, 123)",,,MS-DOS,
"Retro (Retro Staff, Teklordz)",,,MS-DOS,
Retro Active,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Return To Zork Review,,,MS-DOS,
Revealed,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Review,Russian,Russia,ZX Spectrum,ZXpress
Reviews,,,Commodore 64,"Internet Archive,CSDB"
Revija 64,,,Commodore 64,
Revista Fanzine,,,AMIGA OCS/ECS,
Revival,Russian,,ZX Spectrum,ZXpress
Revolution X Review,,,MS-DOS,
"Rhytm News, Rythm News",,,Commodore 64,"Internet Archive,CSDB,Pouet"
Rift,,,WINDOWS,
Rise And Rule Of Ancient Empires Review,,,MS-DOS,
Rise Of The Robots Review,,,MS-DOS,
Rock Wallaby,,,AMIGA OCS/ECS,
Rock'n Role,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Rockford Magazine,,,Commodore 64,Internet Archive
Roland Garros 97 Review,,,MS-DOS,
Role Playing Games,German,Germany,Commodore 64,CSDB
Romain Sux,,,MS-DOS,
Rough Ground,English,,Commodore 64,"Internet Archive,CSDB,Pouet"
Royal Information,,,AMIGA OCS/ECS,
Rumorz,Russian,Belarus,ZX Spectrum,ZXpress
Rumours,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Runner's World,,,Commodore 64,
Runtime Errors,,,MS-DOS,
Rush Hour Review,,,MS-DOS,
"Russian Box, russian b.o.x.",,,AMIGA AGA,
Russian Reality Review,,,MS-DOS,
Russian Roulette,,,Commodore 64,"Internet Archive,CSDB"
Rzeznia,,,AMIGA OCS/ECS,
S.C.A.R.A.B Review,,,MS-DOS,
SCT News,,,Commodore 64,
SEX,,,AMSTRAD CPC,
SF & F Anthology,,,ATARI ST/E,
SHG 2 Zer0,,,ZX Spectrum,
SLONECZNIK,Polish,Poland,WINDOWS,Pouet
"SMag-FX, SMagFX",,,Atari ST/E,
SNES Tracks - SNES Game Cheats,,,NINTENDO SNES/SUPER FAMICOM,
SNES Trainer Charts,,,NINTENDO SNES/SUPER FAMICOM,
SOS Fanzine,,,AMSTRAD CPC,
SOSG,Russian,,ZX Spectrum,ZXpress
SPb ZX Week,Russian,,ZX Spectrum,ZXpress
SPbZXNet-Pointovka,Russian,,ZX Spectrum,ZXpress
ST Beermat,,,ATARI ST/E,
ST Contact,,,ATARI ST/E,
ST Digital,,,ATARI ST/E,
ST Erotica,,,"ATARI ST/E,Atari ST",
ST Highway,,,ATARI ST/E,
ST News,,,ATARI ST/E,
ST Plug,,,ATARI ST/E,
ST Plus,,,ATARI ST/E,
ST World,,,ATARI ST/E,
ST-Info,,,ATARI ST/E,
ST-Press,German,Germany,ATARI ST/E,Demozoo
STARSOFT Magazine,,,ATARI 8 BIT,
STEN,,,ATARI ST/E,
STEstosterone,,,ATARI ST/E,
STOS Bits Disc,,,ATARI ST/E,
STOS Friend Chip Disk,,,ATARI ST/E,
STOS User Club Diskette,German,Germany,ATARI ST/E,Demozoo
STUNN,,,ATARI ST/E,
STampede,,,"ATARI ST/E,Atari ST",
Sabotage,,,"AMIGA AGA,AMIGA OCS/ECS",
Sadism,,,Commodore 64,"Internet Archive,CSDB"
Sagraelia,,,AMIGA OCS/ECS,
Sam And Max Review,,,MS-DOS,
Samazama,,,MS-DOS,
Sanforized,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Sanity,,,MS-DOS,
Sapog,Russian,Russia,ZX Spectrum,ZXpress
Satanic Rites,,,AMIGA OCS/ECS,
"Sauce'n'Code, Sauce & Code",,,AMIGA OCS/ECS,
Savage,,,WINDOWS,
Savage Express,,,AMIGA OCS/ECS,
Save Da Vinyl,,,"AMIGA AGA,AMIGA OCS/ECS",
Saxonia,,,"AMIGA AGA,AMIGA OCS/ECS",
Say The True Number One,,,Commodore 64,
Scandal,,,Commodore 64,"Internet Archive,CSDB"
Scandinavian News,,,AMIGA OCS/ECS,
Scene,,,WINDOWS,
Scene Action,,,Commodore 64,
Scene Lyrics,,,AMIGA OCS/ECS,
Scene Machine,,,Commodore 64,
Scene News,Russian,Russia,ZX Spectrum,ZXpress
Scene Observer,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
"Scene Plus, Scene+",,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Scene Press,,,Commodore 64,"Internet Archive,CSDB"
Scene Talk,,,AMIGA OCS/ECS,
Scene World,,,"AMIGA AGA,AMIGA OCS/ECS,Commodore 64","Internet Archive,CSDB,Demozoo,Pouet"
Scene+,,,ZX Spectrum,ZXpress
Scene-O-Phobia,,,AMIGA OCS/ECS,
Scene-ery,,,AMIGA OCS/ECS,
Scenedicate,,,SEGA DREAMCAST,
Scenergy,Russian,Russia,ZX Spectrum,"ZXpress,Demozoo,Pouet"
Scenial,,,MS-DOS,
Scenus2,,,WINDOWS,
Schizophrenia,,,Commodore 64,"Internet Archive,CSDB"
Schwugi,,,MS-DOS,Pouet
Scibax Demo Academy,,,Commodore 64,Internet Archive
Scooter,,,Commodore 64,
Scope,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Scream,Russian,Russia,ZX Spectrum,ZXpress
Scream Pack,,,AMIGA AGA,
Screamergy,,,ZX Spectrum,
Screamsheet,,,AMIGA OCS/ECS,
Scriba Communis Responsi,,,ATARI ST/E,
Script,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Scroller,Russian,Russia,ZX Spectrum,ZXpress
Seal Team Docs,,,MS-DOS,
Sedes,"English,Polish",,Commodore 64,"Internet Archive,CSDB"
Seek And Destroy Review,,,MS-DOS,
SeenPoint,,,"AMIGA AGA,AMIGA OCS/ECS",
Semtex,,,Commodore 64,Internet Archive
Semtex News,,,Commodore 64,
Sensual Newsline,,,Commodore 64,"Internet Archive,CSDB"
Sentinel,,,AMIGA OCS/ECS,
Ser,,,AMIGA OCS/ECS,
Serious,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Serious Magazine,,,ATARI 8 BIT,
Serious Preview,,,Commodore 64,
Setevoy Sokol,Russian,Russia,ZX Spectrum,ZXpress
Seven Days,,,AMIGA AGA,
Sex Mag,,,Commodore 64,"Internet Archive,CSDB"
"Sex'n'Crime, Sex 'n' Crime",,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Seznam,,,Commodore 64,
"ShOck, Sh0ck",,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Shadow Disk News,,,AMIGA OCS/ECS,
Shaft Today magazine,,,MS-DOS,
Shallow Grounds,,,MS-DOS,
Shareworld,,,AMIGA,Internet Archive
Shift,,,MS-DOS,
Shine,,,"MS-DOS,WINDOWS",
Shitstuff,,,Commodore 64,
Shock,,,"AMIGA OCS/ECS,PAPER",
Shock Hacks & Scanz,,,Commodore 64,CSDB
Shock VMB & Crackers,,,Commodore 64,"Internet Archive,CSDB"
Shock Wave,,,Commodore 64,
Shocker,Russian,Ukraine,ZX Spectrum,ZXpress
Shooter,,,MS-DOS,
Short Circuit,,,Commodore 64,"Internet Archive,CSDB"
Shout!,,,Commodore 64,"CSDB,Pouet"
Showtime,,,"AMIGA AGA,AMIGA OCS/ECS,WINDOWS",
Shreded,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Shupashkar,Russian,Russia,ZX Spectrum,ZXpress
Shut Up,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
SibNews,Russian,Russia,ZX Spectrum,ZXpress
"Sid & Vic, Sid'n'Vic",,,Commodore 64,
Sienera Online Interaktiv,,,ATARI FALCON,
Sight Unseen,,,MS-DOS,
Silent Observer,,,Commodore 64,"Internet Archive,CSDB"
Silesia,,,"AMIGA AGA,AMIGA OCS/ECS",
Silly Venture Souvenir,,,BROWSER,
Silverall Review,,,MS-DOS,
Silverball Review,,,MS-DOS,
Simon The Sorcerer Review,,,MS-DOS,
Sinc Re-Stared,Russian,Russia,ZX Spectrum,ZXpress
Sinclair Classic,,,ZX Spectrum,
Sinclair Club,Russian,,ZX Spectrum,ZXpress
Sinclair News,Russian,Russia,ZX Spectrum,ZXpress
Sinclair Town,Russian,,ZX Spectrum,ZXpress
Sinister,Polish,Poland,Commodore 64,"Internet Archive,CSDB"
Sinner,,,WINDOWS,
Skansen,,,AMIGA OCS/ECS,
Skarpedy,Polish,Poland,Commodore 64,"Internet Archive,CSDB"
Skimer,Russian,Russia,ZX Spectrum,ZXpress
Skumslik,,,Commodore 64,
Sky Guide magazine,,,MS-DOS,
Sky Net,Russian,Ukraine,ZX Spectrum,ZXpress
Skyhigh,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Skynet Times,,,"Atari ST,Atari ST/E",
Slam 'N' Jam Review,,,MS-DOS,
Slavemarket Preview,,,AMIGA OCS/ECS,
Sledge Hammer,,,"AMIGA AGA,AMIGA OCS/ECS",
Slime,,,AMIGA OCS/ECS,
Slothmag,,,Commodore 64,
Slowpoke,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Smash,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Smash News,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Smash Up Preview,,,Commodore 64,
Smasher,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Smeh,Russian,,ZX Spectrum,ZXpress
Smiling Panda,,,Commodore 64,"Internet Archive,CSDB,Demozoo"
Smok,,,MS-DOS,
Smooth Criminal,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Smurffi,,,"MS-DOS,MS-Dos/gus",
Snapshot Info,,,Commodore 64,Internet Archive
Sneaker,,,MS-DOS,
Soap,,,MS-DOS,Internet Archive
Soapmag,,,MS-DOS,
Sock-It,,,Commodore 64,
Soft Panorama,,,VECTOR-06C,
Softdisk Keeper,,,APPLE II,Internet Archive (Apple II)
Softdisk Magazette,English,,APPLE II,Internet Archive (Apple II)
Softdisk Magazine,,,APPLE II,Internet Archive (Apple II)
Softdisk Magizette,English,,APPLE II,Internet Archive (Apple II)
Softdisk PC,,,APPLE II,Internet Archive
Softdisk Special,,,APPLE II,Internet Archive (Apple II)
Softside DV Magazine,,,APPLE II,Internet Archive (Apple II)
Softside Magazette,,,APPLE II,Internet Archive (Apple II)
Software Chronicles Digest,,,MS-DOS,
Solid Matter,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Solid Sound,English,,Commodore 64,"Internet Archive,CSDB,Pouet"
Somewhere In Holland Party Report,,,AMIGA OCS/ECS,
Sonic 3: Sonic & Knuckles Review,,,MS-DOS,
Soporific,English,,Commodore 64,"Internet Archive,CSDB"
Sorrow News,Russian,,ZX Spectrum,ZXpress
"Soul News, Soulnews",,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Sourcecode Collections List,,,AMIGA OCS/ECS,
Southern Charts,,,AMIGA OCS/ECS,
Space,,,MS-DOS,
"Speaker, Speaker Magazine",,,Commodore 64,"Internet Archive,CSDB,Pouet"
SpecInfo,Russian,,ZX Spectrum,ZXpress
Speccy,Russian,,ZX Spectrum,ZXpress
Speccy Life,Russian,,ZX Spectrum,ZXpress
Spectrofon,Russian,,ZX Spectrum,ZXpress
Spectrofun,Russian,Russia,ZX Spectrum,ZXpress
Spectron,Russian,,ZX Spectrum,ZXpress
Spectrophoby,Russian,Russia,ZX Spectrum,ZXpress
Spectrum,,,MS-DOS,
Spectrum Expert,Russian,Russia,ZX Spectrum,ZXpress
Spectrum Land,Russian,Russia,ZX Spectrum,ZXpress
Spectrum Magazine,,,ZX Spectrum,
Spectrum News,Russian,Russia,ZX Spectrum,ZXpress
Spectrum Progress,Russian,Russia,ZX Spectrum,ZXpress
Spectrumania,Russian,,ZX Spectrum,ZXpress
Speed,,,AMIGA AGA,
Speed Demons Review,,,MS-DOS,
Speed Haste Review,,,MS-DOS,
Spetznas,,,MS-DOS,
Spidy,,,AMIGA OCS/ECS,
Spirit of Past,,,Commodore 64,Internet Archive
Spirou Review,,,MS-DOS,
Spitball Dox,,,MS-DOS,
Spite,Russian,Belarus,ZX Spectrum,ZXpress
Splash,,,"MS-DOS,MS-Dos/gus",
Spotlight,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Squeezils Review,,,MS-DOS,
Stabloid Preview,,,"ATARI ST/E,Atari ST",
StaidSoft magazine,,,MS-DOS,
Star,Russian,Russia,ZX Spectrum,ZXpress
Star Quest I Review,,,MS-DOS,
Star Trek Generations Review,,,MS-DOS,
Star Trek: Judgement Rites Review,,,MS-DOS,
Star Trek: Starfleet Academy Review,,,MS-DOS,
Star Wars: X-Wing VS. Tie Fighter Review,,,MS-DOS,
Stargunner Review,,,MS-DOS,
Starlight,,,Commodore 64,Internet Archive
Starmag,,,AMIGA OCS/ECS,
Stars Commodore,,,Commodore 64,Internet Archive
Static,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Stek Magazyn,Polish,Poland,ATARI ST/E,Demozoo
Stellar,,,ATARI ST/E,
Stink Magazine,,,ATARI ST/E,
Stolen Data,,,AMIGA OCS/ECS,
Stosser,,,ATARI ST/E,
StraTOS,,,ATARI FALCON,
Straight Up,,,ATARI ST/E,
Strata Czasu,Polish,,AMIGA OCS/ECS,Demozoo
Stratajams Review,,,MS-DOS,
Street Fighter 2 PC Review,,,MS-DOS,
Strefa Mroku,Polish,,"AMIGA AGA,AMIGA OCS/ECS","Demozoo,Pouet"
Strictly Hip-Hop,,,Commodore 64,
Strike Files,,,Commodore 64,"Internet Archive,CSDB"
Stump,Russian,Russia,ZX Spectrum,ZXpress
Style (Skylight Designs),English,,Commodore 64,CSDB
Style (Style),,,Commodore 64,
"Subkult, Sub-Kult",,,"MS-DOS,WINDOWS,MS-Dos/gus",
Subliminal Extacy,English,Britain,ZX Spectrum,"ZXpress,Demozoo,Pouet"
Suicid,,,AMIGA OCS/ECS,
Sun Note,,,Commodore 64,"Internet Archive,CSDB"
Sun'n'Fun II Party Report,,,AMIGA OCS/ECS,
Sunga Bunga,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Sunray,,,WINDOWS,
Suomen Lista,,,AMIGA OCS/ECS,
Super Bubsy Review,,,MS-DOS,
Super Chart II,,,AMIGA OCS/ECS,
Super Dimensions,German,Germany,Commodore 64,CSDB
Super Street Fighter 2 Turbo Review,,,MS-DOS,
Superhero League Of Hoboken,,,MS-DOS,
Surf Ninjas Review,,,MS-DOS,
Surprise Pack,,,AMIGA OCS/ECS,
Surreal Electronique,,,MS-DOS,
Survivor 64,,,Commodore 64,Internet Archive
Svensk Toppen,,,AMIGA OCS/ECS,
"Svenska Narkotikapolisföreningens c64 Tidning, SNPFCT",,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
"Sverige Toppen, Sverigetoppen",,,"AMIGA AGA,AMIGA OCS/ECS",
Swap & Dance Charts,,,AMIGA OCS/ECS,
Swap Time,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Swap'n'Crap,,,Commodore 64,"Internet Archive,CSDB,Pouet"
Swedish Top 30,,,AMIGA OCS/ECS,
"Swedish Trader Chart, Swedish Trader-Chart",,,AMIGA OCS/ECS,
Swedish Traders,,,AMIGA OCS/ECS,
Sweet,Russian,Russia,ZX Spectrum,ZXpress
Sweet Dreams,,,AMIGA OCS/ECS,
Swierszczyk Charts,Polish,Poland,AMIGA OCS/ECS,"Demozoo,Pouet"
Swing Review,,,MS-DOS,
Swiss Modem Chart,,,AMIGA OCS/ECS,
Sword Of Honour Mini-Solve,,,MS-DOS,
Sygmapple,,,APPLE II,
Syndicate Docs,,,MS-DOS,
Syndicate Net Diskmag,,,MS-DOS,
Syntax Disk Magazine,,,ATARI ST/E,
Syntax Error,,,MS-DOS,
Szpryca,Polish,,AMIGA OCS/ECS,Demozoo
TABBIG,,,AMIGA OCS/ECS,
TAP.MAG,,,"MS-DOS,WINDOWS",
TAQ Magazine,,,Commodore 64,
TCE,,,MS-DOS,
TEO Drive,,,THOMSON,
TFC-Bill,Dutch,Denmark,AMIGA OCS/ECS,Pouet
TGIP Games Monthly magazine,,,MS-DOS,
TKC's Biography,,,MS-DOS,
TLS Ranks,,,Commodore 64,
TMB Tribune,,,Commodore 64,
TNT Magazine,,,Commodore 64,
TPS Mag,,,ATARI ST/E,
TRICMag,,,MS-DOS,
TSAN Newsletter,,,MS-DOS,
TUHBZine,,,MS-DOS,
Taboo,,,"AMIGA AGA,AMIGA PPC/RTG",
Tagan News,Russian,,ZX Spectrum,ZXpress
Tainted,,,Commodore 64,
Tales from Crypt,Russian,Belarus,ZX Spectrum,ZXpress
Talk A Lot,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
Talktime,,,AMIGA OCS/ECS,
Tankard,,,MS-DOS,
TargeT,Russian,Belarus,ZX Spectrum,ZXpress
"Tech Talk, Tech-Talk",,,AMIGA OCS/ECS,
Techno 64,English,,Commodore 64,"Internet Archive,CSDB"
Technocratic Times,,,AMIGA OCS/ECS,
Tega,Polish,,Commodore 64,CSDB
Tele 64,,,Commodore 64,
Teleconf. ZX-Net,Russian,Russia,ZX Spectrum,ZXpress
"Telesfor, Telesphor",,,AMIGA OCS/ECS,
Teleshow,Russian,Russia,ZX Spectrum,ZXpress
Tempest 2000 Review,,,MS-DOS,
Ten Pin Alley Review,,,MS-DOS,
Tequila Charts,,,AMIGA OCS/ECS,
Terbium,,,MS-DOS,
Terminal,Russian,Russia,ZX Spectrum,ZXpress
Terminator 2 Arcade Review,,,MS-DOS,
Terracide Review,,,MS-DOS,
Terror News,,,MS-DOS,
Test Drive Off-Road Review,,,MS-DOS,
Testament,Polish,,AMIGA OCS/ECS,Demozoo
Testimony of the Ancients,,,MS-DOS,"Internet Archive,Demozoo,Pouet"
The Addams Fanz,,,AMSTRAD CPC,
"The Addy Corner, Addy Corner",,,Commodore 64,"Internet Archive,CSDB,Pouet"
The Adventure Guide,,,Commodore 64,"Internet Archive,CSDB,Pouet"
The Adventures Of Lomax Review,,,MS-DOS,
The Almighty,,,AMIGA OCS/ECS,
The B.O.S. Diskzine,,,ATARI ST/E,
The BBS Listings Magazine,,,Commodore 64,
"The Bad Tongue, Bad Tongue",,,AMIGA OCS/ECS,
The Beast,,,WINDOWS,
The Beginner's Guide to the Internet,English,,MS-DOS,Internet Archive
The Best,,,Commodore 64,"Internet Archive,CSDB,Pouet"
The Best Of Issues 1-7!,,,ATARI ST/E,
The Best Of Pokey Magazine,,,ATARI 8 BIT,
The Best of The Mistress Talks,,,Commodore 64,
The Big Mouth,,,Commodore 64,"Internet Archive,CSDB"
The Big Night Out Mag,,,ATARI ST/E,
The Black Pages,,,Commodore 64,
The Blood Elf Express,,,Commodore 64,
The Bloody Scene,,,Commodore 64,
The Box,,,AMIGA OCS/ECS,
The Brucowietz,Polish,Poland,AMIGA AGA,"Demozoo,Pouet"
The Busy Scene,,,Commodore 64,
The C64 Powerdisk,,,Commodore 64,
The Chart,,,AMIGA OCS/ECS,
The Charts,,,"AMIGA AGA,AMIGA OCS/ECS",
The Choice,,,AMIGA OCS/ECS,
The Commodore Format PowerPacks,,,Commodore 64,Internet Archive
The Crest,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
The Crow: City Of Angels Review,,,MS-DOS,
The Dark Half Review,,,MS-DOS,
The Deep,,,AMIGA OCS/ECS,
The Drug,,,AMIGA OCS/ECS,
The Eclipx Newsletter,,,AMIGA OCS/ECS,
The Emerald Rose magazine,,,MS-DOS,
The Epitaph,,,MS-DOS,
The Fake,,,Commodore 64,
The Final Ecstasy,,,AMIGA OCS/ECS,
The Final Frontier,,,AMIGA OCS/ECS,"Internet Archive,Demozoo"
The Flood BBS Chart,,,Commodore 64,
The Front,,,AMIGA OCS/ECS,
The Gallery,,,"AMIGA AGA,AMIGA OCS/ECS",
The Game Scene Chart,,,WINDOWS,
The Gamers Edge,,,MS-DOS,"Internet Archive,Demozoo,Pouet"
The Golden Sun News,,,AMIGA OCS/ECS,
The Grapevine,,,Commodore 64,"Internet Archive,CSDB,Demozoo,Pouet"
The Great News,,,Commodore 64,
The Grim Reaper,,,ATARI 8 BIT,
"The Hi-Five News, The Hi Five News",,,Commodore 64,"Internet Archive,CSDB,Pouet"
